Кратер на обратной стороне Луны назван в честь китайского чиновника, который был (предположительно) первым человеком, побывавшим в космосе. Как его звали?,Ван Ху
Какой древнегреческий философ первым выдвинул идеи атомизма?	Демокрит
Какой древнегреческий физик открыл концепцию плавучести во время принятия ванны?	Архимед
Кто из древнегреческих ученых заложил основы будущей европейской математики и написал «Начала» геометрии?	Эвклид
Какое животное изображено на заднем плане полководца Ричарда I?	Собака
Какая художественная группа известна как «национальное достояние» Канады?	Cirque du Soleil
Какой художник нарисовал всемирно известную «Девушку с жемчужной сережкой»?	Йоханнес Вермеер
Какой художник потряс мир, уничтожив на аукционе копию своей работы «Девушка с воздушным шаром»?	Бэнкси
Какой астроном предложил гелиоцентрическую теорию в XVI веке?	Николай Коперник
Какой напиток изобрел американский фармацевт Джон Пембертон?	Кола
Какая британская звезда выступала на церемонии открытия ЧМ-2018?	Робби Уильямс
Какой бафф можно получить, заняв Святилище храбрости?	Увеличение опыта, получаемого командирами
Какое здание было первоначально построено в Лондоне для проведения Великой выставки промышленных произведений всех наций, проходившей в 1851 году?	Хрустальный дворец
Какой вождь Сероли родом из Хорн-Бей?	Кира
Какой вождь Сероли родом из Саблезубой Долины?	Ак энд Хок
Какой вождь Сероли владеет кинжалом и луком?	Вафура
Какой вождь Сероли обитает в месте, известном как Лес Смерти?	Декар
Какому вождю Сероли было поручено охранять Скалы Ярости?	Астрид
Какой вождь Сероли имеет власть над морозом?	Фрида
Какой вождь Сероли когда-то окружил Цитадель Храбрецов со своими войсками?	Торгный
Кто из вождей Сероли охраняет Белокаменную башню?	Фрида
Какой вождь Сероли более 20 лет стоял в гарнизонах Северных Пределов?	Торгный
Какой вождь Сероли использует лук в качестве оружия?	Кира
Какой вождь Сероли владеет двумя видами оружия одновременно?	Астрид
Какой вождь Цероли работает вместе со змеей?	Декар
Какое племя вождя Сероли уже несколько поколений живет в ледяных пустошах?	Вафура
В какой главе «Хроник Королевства» можно получить достижение «Исследователь жизни», если весь туман будет исследован до конца главы?	Долгий покой
Какой вождь из события «Кризис Цероли» хорошо разбирается в магии яда?	Декар
Кто из вождей во время кризиса в Чероли совершил успешный переворот?	Торгный
Какую китайскую династию помог основать Цзян Цзыя?	Династия Чжоу
В каком городе проходили летние Олимпийские игры 2000 года?	Сидней
Какой город-государство победил Спарту в «Битве при Левктрах»?	Фивы
Какой город-государство Древней Греции был известен своей жестокой военной выучкой и храбростью?	Спарта
Какой гражданский аэропорт находится выше всего над уровнем моря?	Аэропорт Даочэн Ядин
Какая цивилизация первой обзавелась общественными туалетами?	Древний Рим
В каком клубе футболист Лионель Месси играл дольше всего?	Барселона
Какой клуб выиграл больше всего титулов английской Премьер-лиги?	Манчестер Юнайтед
О каком полководце можно сказать, что у него самые густые брови в Rise of Kingdoms?	Цао Цао
Какой командир НЕ получает повышения уровня навыка от легендарной скульптуры командира?	Ганнибал Барса
У какого командира корабль изображен на заднем плане?	Пелагиус
У кого из полководцев корона с драгоценными камнями другого цвета, чем у остальных?	Грузинская царица Тамар
Какого полководца принято считать воплощением идеала «духа Бусидо»?	Кусуноки Масасигэ
Какой командир известен как «Бессмертный молот»?	Чарльз Мартелл
Какой полководец известен как Барбаросса?	Фридрих I
Какой командир известен как Полководец Камакуры?	Минамото-но Ёсицунэ
Какой полководец известен как Покоритель Хаоса?	Цао Цао
Какой полководец известен как Леди Мерсийцев?	Этельфлед
Какой полководец получил прозвище "Лук Революции"?	Йи Сон Ге
Какой полководец получил прозвище Хранитель Карфагена?	Ганнибал Барса
Какого полководца прозвали Отцом Завоеваний?	Бейбарс
Какой полководец получил прозвище Ревущий варвар?	Лохар
Считается, что какой полководец сказал: «Я пришел, я увидел, я победил»?	Юлий Цезарь
Какая роль командира обеспечивает увеличение нагрузки на войска?	Капитан снабжения
Какой полководец говорит: "Моя судьба определяется верой и возможностью"?	Матильда Фландрская
Какой полководец проявил свой военный гений в битве при Туре в 8 веке нашей эры?	Чарльз Мартелл
Какой полководец подписал мирный договор с Саладином в 1192 году?	Ричард I
Какой полководец с ранних лет считался врагом Рима?	Ганнибал Барса
Какой полководец отвечал за захват Константинополя в возрасте 21 года?	Мехмед II
Какой полководец был известен как Кельтская Роза?	Боудикка
Какой командир был в паре с Минамото?	Томоэ Годзэн
Кто из полководцев владеет навыком «Красота и мудрость»?	Клеопатра VII
Какой активный навык командира может накладывать Безмолвие?	Герман
Какой композитор написал оперу «Кольцо нибелунга»?	Вагнер
На каком континенте самые низкие средние температуры?	Антарктида
Какой континент был родиной цивилизации майя?	Северная и Южная Америка
На каком континенте располагалась империя инков?	Южная Америка
За какую страну выступал Арьен Роббен?	Нидерланды
Из какой страны был родом знаменитый поэт Данте Алигьери?	Италия
Из какой страны был родом Заратустра, автор поэмы «Так говорил Заратустра»?	Персия
Какая страна подарила Статую Свободы американскому народу?	Франция
Какая страна приняла кетцаль в качестве своей национальной птицы?	Гватемала
Какая страна участвовала в 8 чемпионатах мира, но ни разу не проходила дальше группового этапа?	Шотландия
Какая страна возглавляла мировой рейтинг ФИФА, но никогда не выигрывала чемпионат мира?	Бельгия
Какая страна выиграла больше всего чемпионатов мира?	Бразилия
Какая страна выигрывала чемпионат мира пять раз?	Бразилия
Какая страна принимала и выиграла чемпионат мира 1930 года?	Уругвай
Какая страна принимала и выиграла чемпионат мира 1978 года?	Аргентина
Какая страна принимала чемпионат мира 1994 года?	Соединенные Штаты Америки
Какая страна принимала чемпионат мира 1998 года?	Франция
Какая страна принимала чемпионат мира по футболу 2022 года?	Катар
Какая страна принимала первые в истории зимние Олимпийские игры 25 января 1924 года?	Франция
Какая страна принимала первый чемпионат мира по футболу?	Уругвай
В какой стране находится Чатал-Хююк?	Турция
Какая страна ответственна за изобретение сыра с плесенью, известного своим острым вкусом?	Франция
Какая страна использовала оранжевый цвет в качестве талисмана чемпионата мира по футболу?	Испания
Какой стране было позволено сохранить Трофей Жюля Риме на постоянной основе?	Бразилия
Против какой страны сражалась Англия в битве при Азенкуре?	Франция
В какой стране родился Марко Поло, знаменитый мореплаватель и купец?	Венецианская республика
Из какой страны был родом композитор Франц Шуберт?	Австрия
Какая страна стала первой азиатской страной, вышедшей в полуфинал чемпионата мира?	Корея
Какая страна первой изобрела духи?	Кипр
Какая страна выиграла чемпионат мира по футболу 2018 года, проходивший в России?	Франция
Исследователи какой страны первыми высадились в Антарктиде?	Норвегия
Сборная какой страны играла на всех чемпионатах мира?	Бразилия
Какие украшения из греческой мифологии могут соорудить правители в своем городе?	Пегас
Какое божество древнеегипетской мифологии изображал обелиск?	Ра
Какой полубог захватывает Цербера, «трехголового пса Аида», согласно греческой мифологии?	Геркулес
Какого голландского ученого называют «отцом микробиологии»?	Антони ван Левенгук
Какой египетский город отмечал границу между Верхним и Нижним Египтом в додинастический период?	Мемфис
Какой император издал Миланский эдикт?	Константин I
Какой император издал Миланскую прокламацию?	Константин I
Какого императора называли «Ханом Неба» различные тюркские кочевники во времена династий Суй и Тан?	Император Тан Тайцзун
Какой энтомолог и астроном из Новой Зеландии первым предложил перейти на летнее время?	Джордж Хадсон
Какая этническая группа основала самую раннюю цивилизацию Месопотамии?	Шумеры
Король какой европейской страны финансировал знаменитую экспедицию Христофора Колумба?	Испания
Кто из европейцев написал первые путевые заметки с подробным описанием истории, культуры и искусства Китая?	Марко Поло
К какому известному и влиятельному роду принадлежал знаменитый меценат эпохи Возрождения герцог Лоренцо?	Дом Медичи
Какого знаменитого японского самурая в детстве звали «Усивакамару»?	Минамото-но Ёсицунэ
На какой знаменитой скульптуре изображен плачущий ребенок?	Писающий мальчик
С какой фигурой из греческой мифологии Мэри Шелли ассоциировался монстр Франкенштейна?	Прометей
Кто из исторических личностей переоделся прусским капитаном и скрылся с более чем 4000 золотыми марками только для того, чтобы позже считаться народным героем и называться «капитаном Кёпеника»?	Вильгельм Фогт
Какой фильм получил награду «Лучший фильм» на первой в истории премии «Оскар»?	Крылья
Какой вкус банки супа НЕ появляется в знаменитой работе Энди Уорхола под названием «Банки супа Кэмпбелла»?	Кукуруза
Для какого формирования предназначен вооружение «Имперский боевой барабан»?	V
Какой французский монарх был известен как «Людовик Святой»?	Людовик IX
Какая руна Футарк олицетворяет Тира, бога войны и справедливости в германской мифологии?	Тиваз
Какой газ составляет более 90% атмосферы Марса?	Двуокись углерода
Какой немецкий психолог открыл кривую забывания человеческого мозга?	Герман Эббингауз
Какой вратарь забил больше всего голов в профессиональном футболе?	Рожерио Сени
Какой бог Таранис в кельтской мифологии?	Бог Грома
Какая греческая богиня изображена на трофее Жюля Риме, оригинальном трофее Кубка мира?	Найк
Какой изобретатель построил первый в мире электровоз в 1837 году?	Роберт Дэвидсон
Какой активный навык Минамото-но Ёсицунэ?	Кёхатирю
Какой из комиксов, занесенных в Книгу рекордов Гиннесса, имеет самый большой совокупный тираж среди комиксов одного автора?	Цельный
Какая из известных впадин является самой глубокой в мире?	Марианская впадина
Какое самое высокое плато в мире?	Тибетское нагорье
Какой самый длинный континентальный горный хребет на земле?	Анды
Какой самый маленький из известных видов змей?	Барбадосская нитевидная змея
Что является особым подразделением цивилизации викингов?	Берсерк
Какая церковь самая большая в мире?	Собор Святого Петра
Какая самая маленькая островная страна в мире?	Науру
Какой японский поэт хайку писал под псевдонимом «Тосэй»?	Мацуо Басё
Каким королевством правил полководец Боудикка?	Ицени
Какая достопримечательность в Сиднее, Австралия, имеет форму парусов?	Сиднейский оперный театр
К какому отряду млекопитающих относятся Suidae?	Парнокопытные
Кому из тренеров удалось выиграть шесть чемпионатов мира?	Карлос Альберто Паррейра
Какой тренер привел свою команду к рекордным 11 победам подряд в матчах чемпионата мира?	Луис Фелипе Сколари
Какой военачальник был известен как «Освободитель Тевтобурга»?	Герман
Какой военачальник был известен как «реформатор легионов»?	Гай Марий
В каком современном городе был построен шекспировский театр «Глобус»?	Лондон
Какой монарх построил собор Святой Софии?	Юстиниан I
Какой музыкальный инструмент является национальным гербом Ирландии?	Арфа
Какой музыкант сочинил «Женитьбу Фигаро»?	Моцарт
Какой новый метод строительства колонн в Древнем Риме был основан на трех основных греческих стилях?	Тосканская колонна.
Какая Нобелевская премия была учреждена последней?	Нобелевская премия по экономике
Какой из вавилонских сводов законов был первым полным сводом письменных законов в письменной истории?	Кодекс Хаммурапи
Какие из приведенных ниже фигур не были рыцарями Круглого стола короля Артура?	Кречет
Какое из перечисленных ниже государств не входило в период Троецарствия?	Джин
Что из нижеперечисленного точно описывает Северный полярный круг?	Полярный день и полярная ночь – это явления, которые там происходят
Какие из следующих достижений необходимо выполнить до получения достижения "Особая снежинка"?	Дальний удар
Какие из перечисленных ниже действий НЕДОСТУПНЫ лидеру альянса в Rise of Kingdoms?	Выйти из Альянса
Какое из перечисленных ниже животных НЕ откладывает яйца?	Летучая мышь
Какое из перечисленных ниже животных было на имперском знамени империи инков?	Змея
Кто из перечисленных ниже плотоядных животных?	Стрекоз
Что из перечисленного НЕ относится к млекопитающим?	Черепаха
За что из перечисленного начисляются очки ежедневной активности?	Победа над войсками варваров на карте
Что из нижеперечисленного лучше всего описывает рыбу-клоуна?	Тропические морские рыбы
Какие из следующих усилений могут действовать во время сражений в Каньоне Сансет?	Баффы от экипировки
Какой из следующих баффов можно получить, повысив уровень требуемого строения до 25-го уровня?	Транспортный марш-бонус к скорости
Какие из перечисленных ниже зданий не могут быть улучшены?	Курьерская станция
Что из перечисленного НЕЛЬЗЯ найти в серебряном сундуке в таверне?	Уровень 3 Фолианта Знаний
Что из перечисленного НЕЛЬЗЯ найти в магазинах альянса?	Золотой ключик
Что из перечисленного НЕ МОЖЕТ быть экипировано командиром?	Длинный лук Лохара
Какая из следующих пород кошек известна своей голостью?	Сфинкс
Какие из следующих персонажей НЕ присутствуют в сюжете «Путешествие на Запад»?	Третья сестра Ху
Какое из следующих правлений китайских императоров было известно как «Правление Чжэньгуаня»?	Император Тан Тайцзун
Какой из следующих городов является столицей Франции?	Париж
Какой из следующих городов был первым, где появилась система подземного скоростного транспорта?	Лондон
Какие из следующих городских зданий МОЖНО улучшить?	Торговый пост
Какая из перечисленных ниже цивилизаций не может усилить свою кавалерию?	Османы
Какая из перечисленных цивилизаций дает 5% бонус к атаке кавалерийским юнитам?	Германия
Какая из перечисленных цивилизаций дает 20% бонус к скорости лечения для больниц?	Франция
Какая из перечисленных цивилизаций увеличивает урон от активных навыков командира на 5%?	Османов
Какая из перечисленных цивилизаций увеличивает скорость строительства?	Китай
Кто из перечисленных командиров превосходно атакует вражеские города?	Юлий Цезарь
Кто из перечисленных ниже командиров преуспевает в сборе ресурсов?	Клеопатра VII
Кто из следующих командиров превосходно руководит лучниками?	Йи Сон Ге
Кто из перечисленных ниже командиров превосходно руководит кавалерией?	Минамото-но Ёсицунэ
Кто из следующих командиров превосходно руководит пехотой?	Ричард I
Кто из следующих полководцев в РК был единственным правителем в истории, победившим Кира Великого в крупном сражении?	Томирис
Кто из следующих военачальников поднял мятеж против ее собственного мужа?	Констанция
Кто из следующих полководцев был фактическим правителем своего королевства, но никогда официально не был главой государства?	Чарльз Мартелл
Кто из следующих командиров участвовал в битве при Красных скалах?	Цао Цао
Кто из следующих полководцев участвовал в Столетней войне?	Жанна д'Арк
Какие из следующих скульптур командиров нельзя пожертвовать на событие «Былая слава» после открытия Затерянного королевства?	Этельфлед
Какое из следующих созвездий имеет форму короны?	Северная Корона
Какая из перечисленных ниже стран полностью расположена в Северном полушарии?	Ни один из этих ответов не является правильным
Какая из следующих стран или регионов НЕ является частью Северной Европы?	Аргентина
Какие из следующих божеств НЕ предназначались для подношений в храмах Абу-Симбела?	Анубис
Что из нижеперечисленного характеризует монотеиста?	Тот, кто воюет с 1 богом
Какое из приведенных ниже описаний микроскопов является ложным?	Их можно использовать для наблюдения за звездами
Что из перечисленного НЕ происходило во время греко-персидских войн?	Битва при Азенкуре
Кто из следующих врачей первым полностью и подробно описал системное кровообращение и функцию сердца?	Уильям Харви
Что из перечисленного ниже не дает индивидуальных кредитов?	Раздача ресурсов союзникам
Что из перечисленного ниже НЕ начисляет индивидуальные кредиты?	Атака варваров
Что из перечисленного НЕ дает командирам опыта?	Нападение на других игроков
Что из перечисленного НЕ увеличивает лимит участников Альянса?	Назначение должностных лиц
Какие из перечисленных ниже событий произошли в Северной Америке во время «ревущих двадцатых»?	Впервые вышел в свет журнал «Weird Tales»
Музыку к какому из следующих фильмов написал японский композитор Рюити Сакамото?	Выживший
Какая из следующих рыб приманивает свою добычу с помощью биолюминесценции?	Удильщик
Кто из следующих французских королей был известен как Король-Солнце?	Людовик XIV
Какие из следующих фруктов, известных как «волчий персик», ошибочно считались ядовитыми?	Помидоры
Кто из перечисленных ниже исторических личностей никогда не занимался медицинской деятельностью?	Юстиниан
Какие из следующих болезней могут быть вызваны недостатком витамина D?	Рахит
Какие из следующих изобретений НЕ появились во время первой промышленной революции?	Телефон
Что из перечисленного является декоративной постройкой?	Каменный барабан
Что из перечисленного ниже является ископаемым топливом, образовавшимся из морских организмов, которое часто встречается в складчатых или наклонных слоях и используется для отопления и приготовления пищи?	Природный газ
Что из перечисленного ниже представляет собой жидкое ископаемое топливо, образующееся из морских организмов, которое сжигается для получения энергии и используется для производства пластмасс?	Масло
Что из перечисленного является военным зданием?	Скаутский лагерь
Как из перечисленного ниже называется осадочная порода, образовавшаяся из разложившегося растительного материала в болотистых местностях?	Уголь
Что из перечисленного ниже является этапом события «Самый могущественный губернатор»?	Уничтожение врагов
Что из перечисленного ниже является альтернативным источником энергии, основанным на расщеплении тяжелых атомов на более легкие для высвобождения энергии?	Ядерная энергия
Что из перечисленного является экономичным зданием?	Центр Альянса
Что из перечисленного ниже является неисчерпаемым энергетическим ресурсом, который зависит от горячей магмы или горячих сухих пород под землей?	Геотермальная энергия
Как еще можно назвать «Черную смерть», которая свирепствовала в Европе в позднем средневековье?	Yersinia pestis (Иерсиния пестис)
Что из перечисленного считается металлическим ресурсом?	Железо
Кто из перечисленных ниже считается одним из учеников Конфуция?	Янь Хуэй
Что из перечисленного вымерло?	Стеллерова корова
Что из перечисленного НЕ является "холодным оружием"?	Пистолет
Что из перечисленного НЕ является «низкой страной» Европы?	Соединенное Королевство
Что из перечисленного НЕ является игрой с мячом?	Фехтование
Какая из следующих карт НЕ относится к Champions of Olympia?	Гора сокровищ
Что из перечисленного не характерно для искусства эпохи Возрождения?	Плоский/Двумерный
Что из перечисленного НЕ является компонентом, используемым для создания эпического оружия «Золотой век»?	Кость животного
Что из перечисленного НЕ является навыком Короля?	Облегчение
Что из перечисленного не является природным ресурсом?	Одежда
Что из перечисленного НЕ является обязательным условием для военно-технической картографии?	Баллистика
Что из нижеперечисленного не является причиной, по которой Ренессанс начался в Италии?	Черная чума не поразила Италию из-за Альп
Что из перечисленного НЕ является мастью в покере?	Ветры
Что из перечисленного НЕ является разновидностью танца?	Сумо
Что из нижеперечисленного НЕ является точным описанием "манильских галеонов"?	Они использовались для разведки противника
Что из нижеперечисленного НЕ является точным описанием древнего царства Куш?	Он не обладал собственным уникальным языком и письменностью
Что из нижеперечисленного не является целью греческой мифологии?	Укажите путь к спасению
Что из перечисленного НЕ считается одноклеточным организмом?	Клещей
Что из перечисленного НЕ является одним из навыков Велизария?	Громовая сила
Что из перечисленного НЕ является одним из навыков Эль Сида?	Рыцарство
Что из перечисленного НЕ является одним из навыков Германа?	Неотразимый
Что из перечисленного НЕ является одним из навыков Юлия Цезаря?	Военная жизнь
Что из перечисленного НЕ относится к навыкам Кейры?	Непокорная кровь
Что из перечисленного НЕ является одним из навыков Лохара?	Полное уничтожение
Что из перечисленного НЕ относится к навыкам Матильды Фландрской?	Кельтская кровь
Что из перечисленного НЕ относится к навыкам Мулан?	Неукротимая армия
Что из перечисленного НЕ является одним из навыков Османа I	Тактика наклона
Что из перечисленного НЕ относится к пассивным навыкам Пелагиуса?	Обвинение
Что из нижеперечисленного не является одной из судеб греческой мифологии?	Урд
Что из перечисленного ниже не относится к судьбам скандинавской мифологии?	Карма
Что из перечисленного ниже НЕ является одним из основных парниковых газов в атмосфере Земли?	Азот
Что из перечисленного НЕ является частью флага Мексики?	Верблюд
Какое из следующих описаний является правильным для стратосферы?	Наверху тепло, а внизу холодно
Какая из перечисленных ниже дельт реки является второй по величине в Европе?	Дельта Дуная
Какой из перечисленных ниже является первым национальным парком в мире?	Йеллоустонский национальный парк
Какой из перечисленных островов является самым большим в мире?	Гренландия
Кто из перечисленных ниже является старшим братом Зевса в греческой мифологии?	Посейдон
Какие из перечисленных ниже предметов можно использовать для улучшения навыков командира?	Скульптуры командира
Какой из следующих соков содержится в классическом коктейле «Кровавая Мэри»?	Томатный сок
Какое из следующих описаний титулов царства является неверным?	Войска герцогов усилили атаку
Какое из следующих описаний титулов царства является неверным?	Войска премьер-министров усилили наступление
Кто из следующих лауреатов получил Нобелевскую премию в двух разных областях?	Мария Кюри
Кто из следующих тренеров привел свою команду к 13 титулам английской Премьер-лиги?	Алекс Фергюсон
Какой из перечисленных ниже морских видов существует дольше всего?	Кораблик
Какая из следующих гор имеет высоту менее 8000 метров?	Чомо Лонзо
Какой из перечисленных ниже музыкальных инструментов имеет шесть струн?	Гитара
Какая из перечисленных ниже стран находится ближе всего к Северному полюсу?	Финляндия
Какой из перечисленных ниже органов входит в состав дыхательной системы человека?	Легкие
Какие из следующих санкций могут быть применены в ответ на использование стороннего программного обеспечения?	Ограничения боя
Кто из следующих физиков родился в годовщину смерти Галилео Галилея и умер в годовщину рождения Альберта Эйнштейна?	Стивен Хокинг
Какое из следующих растений было оспорено как фрукт или овощ?	Помидор
Какое из следующих растений видно на фоновом изображении Мулан и Цао Цао на экране командира?	Бамбук
Какой из перечисленных ниже регионов является основным местом обитания белых медведей?	Северный полярный круг
Какие из перечисленных ниже ресурсов не могут быть найдены в ваших джинсах?	Свинец
Какие из перечисленных ниже наград НЕЛЬЗЯ получить в варварской крепости в Rise of Kingdoms?	Скульптуры командира
Кто из следующих правителей входил в варяжскую гвардию?	Харальд Хардрада
Какой из перечисленных цветов является национальным цветком Филиппин?	Сампагита
Какая из следующих пьес Шекспира является романтической комедией, написанной где-то между 1590 и 1596 годами?	Сон в летнюю ночь
Какой из перечисленных ниже футбольных клубов НЕ базируется в Лондоне?	Эвертон
Какая из следующих речей была произнесена премьер-министром Пруссии Отто фон Бисмарком в сентябре 1862 года?	Кровь и железо
Какие из перечисленных ниже ускорений НЕДОСТУПНЫ в Rise of Kingdoms?	6-часовое ускорение
Какое из следующих утверждений о битве при Байдэнге не соответствует действительности?	Это была битва между династией Тан и хунну
Какое из следующих утверждений о танго является ЛОЖНЫМ?	Он был создан в 15 веке
Какая из следующих историй не входит в число сказок братьев Гримм?	Русалочка
Какие из следующих историй не вошли в «Тысячу и одну ночь»?	Лейла и Меджнун
Какой из следующих проливов находится между Евразией и Северной Америкой?	Берингов пролив
Какая из следующих технологий предшествует "Horsemanship"?	Воинская дисциплина
Какое из перечисленных ниже деревьев обычно встречается в бореальных экосистемах?	Ель
Какие из следующих типов бонусов НЕ действуют в Ark of Osiris?	Рунные баффы
Какой из следующих витаминов наиболее полезен для поддержания хорошего зрения?	Витамин А
Кто из перечисленных ниже был генералом во время японской войны Гэмпэй?	Томоэ Годзэн
Кто из перечисленных ниже был Рыцарем Круглого Стола?	Ланселот
Что из перечисленного ниже было интеллектуальным движением эпохи Возрождения, в рамках которого мыслители изучали классические тексты и сосредотачивались на человеческом потенциале и достижениях?	Гуманизм
